Name,Short name,URL name,Tags,Home page,Publication scheme,Disclosure log,Notes,Created at,Updated at,Version
Diretoria de Ensino de Fernandópolis,"",diretoria_de_ensino_de_fernandpolis,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: R. Amapá, 933 - Jardim América - Fernandópolis - SP - CEP: # Telefone: (17) 3463-8004",2013-03-02 13:41:29 -0300,2013-03-02 13:41:29 -0300,1
Diretoria de Ensino de Franca,"",diretoria_de_ensino_de_franca,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Irênio Grecco, 4580 - Parque São Jorge - Franca - SP - CEP: # Telefone: (16) 3111-9926",2013-03-02 13:41:29 -0300,2013-03-02 13:41:29 -0300,1
Diretoria de Ensino de Guaratingueta,"",diretoria_de_ensino_de_guaratingueta,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Conselheiro Rodrigues Alves, 27 - Centro - Guaratinguetá - SP - CEP: # Telefone: (12) 3128-3214",2013-03-02 13:41:29 -0300,2013-03-02 13:41:29 -0300,1
Diretoria de Ensino de Guarulhos Norte,"",diretoria_de_ensino_de_guarulhos_norte,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Cristobal Claudio Elillo, 278 - Parque Cecap - Guarulhos - SP - CEP: # Telefone: (11) 2402-4586",2013-03-02 13:41:24 -0300,2013-03-02 13:41:24 -0300,1
Diretoria de Ensino de Guarulhos Sul,"",diretoria_de_ensino_de_guarulhos_sul,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Emílio Ribas, 940 - Jardim Tijuco - Guarulhos - SP - CEP: # Telefone: (11) 2405-1135",2013-03-02 13:41:24 -0300,2013-03-02 13:41:24 -0300,1
Diretoria de Ensino de Itapetininga,"",diretoria_de_ensino_de_itapetininga,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: São Marcos, 100 - Jardim Paulista - Itapetininga - SP - CEP: # Telefone: (15) 3275-9676",2013-03-02 13:41:28 -0300,2013-03-02 13:41:28 -0300,1
Diretoria de Ensino de Itapeva,"",diretoria_de_ensino_de_itapeva,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Torquato Raimundo, 96 - Jardim Ferrari - Itapeva - SP - CEP: # Telefone: (15) 3526-6202",2013-03-02 13:41:28 -0300,2013-03-02 13:41:28 -0300,1
Diretoria de Ensino de Itapevi,"",diretoria_de_ensino_de_itapevi,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Brasil, 291 - Jardim da Rainha - Itapevi - SP - CEP: # Telefone: (11) 4143-8312",2013-03-02 13:41:24 -0300,2013-03-02 13:41:24 -0300,1
Diretoria de Ensino de Itaquaquecetuba,"",diretoria_de_ensino_de_itaquaquecetuba,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Jundiaí, 84 - Vila Monte Belo - Itaquaquecetuba - SP - CEP: # Telefone: (11) 4732-9503",2013-03-02 13:41:24 -0300,2013-03-02 13:41:24 -0300,1
Diretoria de Ensino de Itararé,"",diretoria_de_ensino_de_itarar,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: R. São Pedro, 2661 - Centro - Itararé - SP - CEP: # Telefone: (15) 3531-8031",2013-03-02 13:41:28 -0300,2013-03-02 13:41:28 -0300,1
Diretoria de Ensino de Itu,"",diretoria_de_ensino_de_itu,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Almeida Júnior, 10 - Vila Nova - Itu - SP - CEP: # Telefone: (11) 4813-7605",2013-03-02 13:41:28 -0300,2013-03-02 13:41:28 -0300,1
Diretoria de Ensino de Jaú,"",diretoria_de_ensino_de_ja,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Tenente Lopes, 633 - Centro - Jaú - SP - CEP: # Telefone: (14) 3601-0812",2013-03-02 13:41:28 -0300,2013-03-02 13:41:28 -0300,1
Diretoria de Ensino de Jaboticabal,"",diretoria_de_ensino_de_jaboticabal,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Doutor Joaquim Batista, 204 - Centro - Jaboticabal - SP - CEP: # Telefone: (16) 3209-2345",2013-03-02 13:41:28 -0300,2013-03-02 13:41:28 -0300,1
Diretoria de Ensino de Jacareí,"",diretoria_de_ensino_de_jacare,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Barão de Jacareí, 848 - Centro - Jacareí - SP - CEP: # Telefone: (12) 3954-2643",2013-03-02 13:41:28 -0300,2013-03-02 13:41:28 -0300,1
Diretoria de Ensino de Jales,"",diretoria_de_ensino_de_jales,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: R. Oito, 2315 - Centro - Jales - SP - CEP: # Telefone: (17) 3622-0003",2013-03-02 13:41:28 -0300,2013-03-02 13:41:28 -0300,1
Diretoria de Ensino de Jose Bonifácio,"",diretoria_de_ensino_de_jose_bonifcio,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: R. Ademar de Barros, 356 - Centro - José Bonifácio - SP - CEP: # Telefone: (17) 3265-9175",2013-03-02 13:41:28 -0300,2013-03-02 13:41:28 -0300,1
Diretoria de Ensino de Jundiaí,"",diretoria_de_ensino_de_jundia,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Nove de Julho, 1300 - Vila Virgínia - Jundiaí - SP - CEP: # Telefone: (11) 4523-6740",2013-03-02 13:41:27 -0300,2013-03-02 13:41:27 -0300,1
Diretoria de Ensino de Limeira,"",diretoria_de_ensino_de_limeira,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Professor Octaviano José Rodrigues, 1225 - Vila Santa Lina - Limeira - SP - CEP: # Telefone: (19) 3404-2987",2013-03-02 13:41:27 -0300,2013-03-02 13:41:27 -0300,1
Diretoria de Ensino de Lins,"",diretoria_de_ensino_de_lins,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Luiz Gama, 681 - Centro - Lins - SP - CEP: # Telefone: (14) 3533-2844",2013-03-02 13:41:27 -0300,2013-03-02 13:41:27 -0300,1
Diretoria de Ensino de Marilia,"",diretoria_de_ensino_de_marilia,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Pedro de Toledo, 542 - Palmital - Marília - SP - CEP: # Telefone: (14) 3402-8272",2013-03-02 13:41:27 -0300,2013-03-02 13:41:27 -0300,1
Diretoria de Ensino de Miracatu,"",diretoria_de_ensino_de_miracatu,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Av. Dona Evarista de Castro Ferreira, s/n - Centro - Miracatu - SP - CEP: # Telefone: (13) 3847-7075",2013-03-02 13:41:27 -0300,2013-03-02 13:41:27 -0300,1
Diretoria de Ensino de Mirante do Paranapanema,"",diretoria_de_ensino_de_mirante_do_paranapanema,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: R. Amélia Fussae Okubo, 1580 - Centro - Mirante do Paranapanema - SP - CEP: # Telefone: (18) 3991-9686",2013-03-02 13:41:27 -0300,2013-03-02 13:41:27 -0300,1
Diretoria de Ensino de Mogi Mirim,"",diretoria_de_ensino_de_mogi_mirim,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Santo Antônio, 248 - Centro - Mogi Mirim - SP - CEP: # Telefone: (19) 3805-9326",2013-03-02 13:41:27 -0300,2013-03-02 13:41:27 -0300,1
Diretoria de Ensino de Osasco,"",diretoria_de_ensino_de_osasco,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Geraldo Moran, 271 - Umuarama - Osasco - SP - CEP: # Telefone: (11) 2284-8106",2013-03-02 13:41:26 -0300,2013-03-02 13:41:26 -0300,1
Diretoria de Ensino de Ourinhos,"",diretoria_de_ensino_de_ourinhos,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Nove de Julho, 528 - Centro - Ourinhos - SP - CEP: # Telefone: (14) 3302-2702",2013-03-02 13:41:26 -0300,2013-03-02 13:41:26 -0300,1
Diretoria de Ensino de Penápolis,"",diretoria_de_ensino_de_penpolis,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Av. Jorge Carui, 387 - Centro - Penápolis - SP - CEP: # Telefone: (18) 3654-0003",2013-03-02 13:41:26 -0300,2013-03-02 13:41:26 -0300,1
Diretoria de Ensino de Pindamonhangaba,"",diretoria_de_ensino_de_pindamonhangaba,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Soldado Roberto Marcondes, 324 - Jardim Rosely - Pindamonhangaba - SP - CEP: # Telefone: (12) 3649-0003",2013-03-02 13:41:26 -0300,2013-03-02 13:41:26 -0300,1
Diretoria de Ensino de Piracicaba,"",diretoria_de_ensino_de_piracicaba,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Doutor João Sampaio, 666 - São Judas - Piracicaba - SP - CEP: # Telefone: (19) 3437-3343",2013-03-02 13:41:26 -0300,2013-03-02 13:41:26 -0300,1
Diretoria de Ensino de Piraju,"",diretoria_de_ensino_de_piraju,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Praça Professor Paulo Henrique, 155 - Piraju - SP - CEP: # Telefone: (14) 3352-6025",2013-03-02 13:41:26 -0300,2013-03-02 13:41:26 -0300,1
Diretoria de Ensino de Pirassununga,"",diretoria_de_ensino_de_pirassununga,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Prudente de Moraes, 2900 - Centro - Pirassununga - SP - CEP: # Telefone: (19) 3565-9069",2013-03-02 13:41:26 -0300,2013-03-02 13:41:26 -0300,1
Diretoria de Ensino de Presidente Prudente,"",diretoria_de_ensino_de_presidente_prudente,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Manoel Goulart, 2109 - Vila Santa Helena - Presidente Prudente - SP - CEP: # Telefone: (18) 3226-3706",2013-03-02 13:41:26 -0300,2013-03-02 13:41:26 -0300,1
Diretoria de Ensino de Registro,"",diretoria_de_ensino_de_registro,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: R. Vitória, 465 - Jardim América - Registro - SP - CEP: # Telefone: (13) 3828-1212",2013-03-02 13:41:26 -0300,2013-03-02 13:41:26 -0300,1
Diretoria de Ensino de Ribeirão Preto,"",diretoria_de_ensino_de_ribeiro_preto,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Nove de Julho, 378 - Jardim Sumaré - Ribeirão Preto - SP - CEP: # Telefone: (16) 3519-3921",2013-03-02 13:41:26 -0300,2013-03-02 13:41:26 -0300,1
Diretoria de Ensino de Santo Anastacio,"",diretoria_de_ensino_de_santo_anastacio,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Praça Dr. Luiz Ramos e Silva, 59 - Centro - Santo Anastácio - SP - CEP: # Telefone: (18) 3263-1452",2013-03-02 13:41:26 -0300,2013-03-02 13:41:26 -0300,1
Diretoria de Ensino de Santo André,"",diretoria_de_ensino_de_santo_andr,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: das Figueiras, 1245 - Jardim - Santo André - SP - CEP: # Telefone: (11) 4422-7001",2013-03-02 13:41:26 -0300,2013-03-02 13:41:26 -0300,1
Diretoria de Ensino de Santos,"",diretoria_de_ensino_de_santos,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Narciso de Andrade, s/n - Vila Matias - Santos - SP - CEP: # Telefone: (13) 3202-2426",2013-03-02 13:41:26 -0300,2013-03-02 13:41:26 -0300,1
Diretoria de Ensino de Sertãozinho,"",diretoria_de_ensino_de_sertozinho,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Doutor Pio Dufles, 865 - Jardim Soljumar - Sertãozinho - SP - CEP: # Telefone: (16) 3946-1510",2013-03-02 13:41:24 -0300,2013-03-02 13:41:24 -0300,1
Diretoria de Ensino de São Bernardo do Campo,"",diretoria_de_ensino_de_so_bernardo_do_campo,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Princesa Maria da Glória, 176 - Nova Petrópolis - São Bernardo do Campo - SP - CEP: # Telefone: (11) 4336-7543",2013-03-02 13:41:26 -0300,2013-03-02 13:41:26 -0300,1
Diretoria de Ensino de São Carlos,"",diretoria_de_ensino_de_so_carlos,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Conselheiro Joaquim Delfino, 180 - Jardim Centenário - São Carlos - SP - CEP: # Telefone: (16) 3363-6600",2013-03-02 13:41:25 -0300,2013-03-02 13:41:25 -0300,1
Diretoria de Ensino de São Joaquim da Barra,"",diretoria_de_ensino_de_so_joaquim_da_barra,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: R. São Paulo, 1305 - Centro - São Joaquim da Barra - SP - CEP: # Telefone: (16) 3115-1027",2013-03-02 13:41:25 -0300,2013-03-02 13:41:25 -0300,1
Diretoria de Ensino de São João Boa Vista,"",diretoria_de_ensino_de_so_joo_boa_vista,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Getúlio Vargas, 507 - Centro - São João da Boa Vista - SP - CEP: # Telefone: (19) 3638-0344",2013-03-02 13:41:25 -0300,2013-03-02 13:41:25 -0300,1
Diretoria de Ensino de São José dos Campos,"",diretoria_de_ensino_de_so_jos_dos_campos,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Pôrto Principe, 100 - Vila Rubi - São José dos Campos - SP - CEP: # Telefone: (12) 3519-4226",2013-03-02 13:41:25 -0300,2013-03-02 13:41:25 -0300,1
Diretoria de Ensino de São Jose do Rio Preto,"",diretoria_de_ensino_de_so_jose_do_rio_preto,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Maximiano Mendes, 55 - Vila Santa Cruz - São José do Rio Preto - SP - CEP: # Telefone: (17) 3203-0900",2013-03-02 13:41:25 -0300,2013-03-02 13:41:25 -0300,1
Diretoria de Ensino de São Roque,"",diretoria_de_ensino_de_so_roque,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Tiradentes, 148 - Centro - São Roque - SP - CEP: # Telefone: (11) 4719-9210",2013-03-02 13:41:25 -0300,2013-03-02 13:41:25 -0300,1
Diretoria de Ensino de São Vicente,"",diretoria_de_ensino_de_so_vicente,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: João Ramalho, 378 - Centro - São Vicente - SP - CEP: # Telefone: (13) 3569-1802",2013-03-02 13:41:25 -0300,2013-03-02 13:41:25 -0300,1
Diretoria de Ensino de Sorocaba,"",diretoria_de_ensino_de_sorocaba,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Cesário Mota, 286 - Centro - Sorocaba - SP - CEP: # Telefone: (15) 3212-6152",2013-03-02 13:41:24 -0300,2013-03-02 13:41:24 -0300,1
Diretoria de Ensino de Sumaré,"",diretoria_de_ensino_de_sumar,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Luiz José Duarte, 333 - Centro - Sumaré - SP - CEP: # Telefone: (19) 3803-1607",2013-03-02 13:41:24 -0300,2013-03-02 13:41:24 -0300,1
Diretoria de Ensino de Suzano,"",diretoria_de_ensino_de_suzano,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Mogi das Cruzes, 175 - Parque Suzano - Suzano - SP - CEP: # Telefone: (11) 4746-7259",2013-03-02 13:41:27 -0300,2013-03-02 13:41:27 -0300,1
Diretoria de Ensino de Tabão da Serra,"",diretoria_de_ensino_de_tabo_da_serra,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: João Slaviero, 56 - Jardim da Glória - Taboão da Serra - SP - CEP: # Telefone: (11) 4788-3713",2013-03-02 13:41:27 -0300,2013-03-02 13:41:27 -0300,1
Diretoria de Ensino de Taquaritinga,"",diretoria_de_ensino_de_taquaritinga,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Av. Heitor Alves Gomes, 230 - Jardim Beatriz - Taquaritinga - SP - CEP: # Telefone: (16) 3523-8972",2013-03-02 13:41:24 -0300,2013-03-02 13:41:24 -0300,1
Diretoria de Ensino de Taubaté,"",diretoria_de_ensino_de_taubat,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Oito de Maio, 28 - Centro - Taubaté - SP - CEP: # Telefone: (12) 3625-0722",2013-03-02 13:41:24 -0300,2013-03-02 13:41:24 -0300,1
Diretoria de Ensino de Tupã,"",diretoria_de_ensino_de_tup,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: da Bandeira, 900 - Centro - Tupã - SP - CEP: # Telefone: (14) 3404-3131",2013-03-02 13:41:24 -0300,2013-03-02 13:41:24 -0300,1
Diretoria de Ensino de Votorantim,"",diretoria_de_ensino_de_votorantim,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Pedro Trinca, 66 - Jardim Icatu - Votorantim - SP - CEP: # Telefone: (15) 3353-7841",2013-03-02 13:41:24 -0300,2013-03-02 13:41:24 -0300,1
Diretoria de Ensino de Votuporanga,"",diretoria_de_ensino_de_votuporanga,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Brasília, 3430 - Vale do Sol - Votuporanga - SP - CEP: # Telefone: (17) 3426-8753",2013-03-02 13:41:24 -0300,2013-03-02 13:41:24 -0300,1
Diretoria de Ensino Itapecerica da Serra,"",diretoria_de_ensino_itapecerica_da_serra,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Quinze de Novembro, 1668 - 1º Andar - Centro - Itapecerica da Serra - SP - CEP: # Telefone: (11) 4668-9876",2013-03-02 13:41:24 -0300,2013-03-02 13:41:24 -0300,1
Diretoria de Ensino Leste 1,"",diretoria_de_ensino_leste_1,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Caetano de Campos, 222 - Vila Moreira - São Paulo - SP - CEP: # Telefone: (11) 2090-5841",2013-03-02 13:41:24 -0300,2013-03-02 13:41:24 -0300,1
Diretoria de Ensino Leste 2,"",diretoria_de_ensino_leste_2,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Mohamed Ibrahin Saleh, 319 - Cidade Nova São Miguel - São Paulo - SP - CEP: # Telefone: (11) 2055-8905",2013-03-02 13:41:25 -0300,2013-03-02 13:41:25 -0300,1
Diretoria de Ensino Leste 3,"",diretoria_de_ensino_leste_3,governo executivo estadual educacao,http://www.sic.edeucacao.sp.gov.br,"","","Endereço: Isabel Urbina, 200 - Conjunto Residencial José Bonifácio - São Paulo - SP - CEP: # Telefone: (11) 2217-9162",2013-03-02 13:41:25 -0300,2013-03-02 13:41:25 -0300,1
Diretoria de Ensino Leste 4,"",diretoria_de_ensino_leste_4,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Dona Matilde, 35 - Vila Matilde - São Paulo - SP - CEP: # Telefone: (11) 2082-9406",2013-03-02 13:41:25 -0300,2013-03-02 13:41:25 -0300,1
Diretoria de Ensino Leste 5,"",diretoria_de_ensino_leste_5,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Celso de Azevedo Marques, 502 - Parque da Mooca - São Paulo - SP - CEP: # Telefone: (11) 2602-1256",2013-03-02 13:41:25 -0300,2013-03-02 13:41:25 -0300,1
Diretoria de Ensino Maua,"",diretoria_de_ensino_maua,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Álvares Machado, 194 - Vila Bocaina - Mauá - SP - CEP: # Telefone: (11) 4547-9543",2013-03-02 13:41:26 -0300,2013-03-02 13:41:26 -0300,1
Diretoria de Ensino Mogi das Cruzes,"",diretoria_de_ensino_mogi_das_cruzes,governo executivo estadual educacao,http://www.sic.educacao.sp.gov.br,"","","Endereço: Antônio Cândido Vieira, 465 - Centro - Mogi das Cruzes - SP - CEP: # Telefone: (11) 4728-4454",2013-03-02 13:41:26 -0300,2013-03-02 13:41:26 -0300,1
